Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category
Russian Federation,Mozdok,74,Moderate,1,Good,44,Good,0,Good,74,Moderate
Russian Federation,Mozhga,54,Moderate,1,Good,36,Good,0,Good,54,Moderate
Zambia,Mumbwa,76,Moderate,2,Good,17,Good,1,Good,76,Moderate
India,Mundgod,26,Good,1,Good,26,Good,1,Good,22,Good
Russian Federation,Murom,37,Good,1,Good,35,Good,0,Good,37,Good
Switzerland,Muttenz,63,Moderate,1,Good,29,Good,3,Good,63,Moderate
India,Muttupet,61,Moderate,1,Good,37,Good,0,Good,61,Moderate
France,Nancy,63,Moderate,1,Good,32,Good,1,Good,63,Moderate
France,Chaumont,58,Moderate,1,Good,30,Good,2,Good,58,Moderate
United States of America,Chicago Ridge,41,Good,2,Good,33,Good,8,Good,41,Good
United States of America,Chico,48,Good,1,Good,20,Good,8,Good,48,Good
India,Chittaurgarh,207,Very Unhealthy,1,Good,35,Good,0,Good,207,Very Unhealthy
Zambia,Choma,37,Good,1,Good,21,Good,0,Good,37,Good
Peru,Chosica,179,Unhealthy,9,Good,5,Good,25,Good,179,Unhealthy
United States of America,Cicero,50,Good,2,Good,33,Good,9,Good,50,Good
United States of America,Cicero,50,Good,2,Good,33,Good,9,Good,50,Good
United States of America,Commerce City,55,Moderate,1,Good,10,Good,13,Good,55,Moderate
Belgium,Aarschot,44,Good,1,Good,29,Good,3,Good,44,Good
Japan,Abashiri,35,Good,1,Good,35,Good,0,Good,29,Good
United States of America,Abington,63,Moderate,2,Good,18,Good,16,Good,63,Moderate
United States of America,Abington,63,Moderate,2,Good,18,Good,16,Good,63,Moderate
Italy,Adrano,50,Good,1,Good,32,Good,2,Good,50,Good
Germany,Aerzen,35,Good,1,Good,35,Good,1,Good,34,Good
United States of America,Agawam,66,Moderate,2,Good,10,Good,17,Good,66,Moderate
Italy,Agliana,80,Moderate,1,Good,39,Good,4,Good,80,Moderate
Turkmenistan,Akdepe,57,Moderate,1,Good,43,Good,0,Good,57,Moderate
Turkey,Akhisar,64,Moderate,1,Good,38,Good,1,Good,64,Moderate
United States of America,Albany,41,Good,1,Good,15,Good,8,Good,41,Good
United States of America,Albany,41,Good,1,Good,15,Good,8,Good,41,Good
United States of America,Albany,41,Good,1,Good,15,Good,8,Good,41,Good
United States of America,Albany,41,Good,1,Good,15,Good,8,Good,41,Good
United States of America,Albany,41,Good,1,Good,15,Good,8,Good,41,Good
United States of America,Albuquerque,63,Moderate,1,Good,30,Good,4,Good,63,Moderate
,Alcudia,101,Unhealthy for Sensitive Groups,1,Good,49,Good,1,Good,101,Unhealthy for Sensitive Groups
Germany,Alfter,58,Moderate,1,Good,30,Good,4,Good,58,Moderate
United States of America,Canyon Lake,66,Moderate,2,Good,5,Good,19,Good,66,Moderate
United States of America,Canyon Lake,66,Moderate,2,Good,5,Good,19,Good,66,Moderate
Italy,Cardito,63,Moderate,1,Good,63,Moderate,3,Good,58,Moderate
Italy,Casale Monferrato,75,Moderate,2,Good,29,Good,8,Good,75,Moderate
Peru,Casma,27,Good,0,Good,19,Good,0,Good,27,Good
Italy,Castellaneta,57,Moderate,1,Good,44,Good,2,Good,57,Moderate
Chile,Castro,18,Good,0,Good,18,Good,1,Good,10,Good
Chile,Castro,18,Good,0,Good,18,Good,1,Good,10,Good
Peru,Catacaos,43,Good,1,Good,19,Good,1,Good,43,Good
United States of America,Catonsville,59,Moderate,1,Good,46,Good,4,Good,59,Moderate
United States of America,Celina,39,Good,1,Good,29,Good,6,Good,39,Good
United States of America,Celina,39,Good,1,Good,29,Good,6,Good,39,Good
Italy,Cerreto Guidi,67,Moderate,1,Good,47,Good,3,Good,67,Moderate
United Republic of Tanzania,Chala,18,Good,0,Good,18,Good,0,Good,11,Good
United States of America,Champaign,55,Moderate,1,Good,26,Good,7,Good,55,Moderate
China,Baisha,158,Unhealthy,3,Good,158,Unhealthy,2,Good,113,Unhealthy for Sensitive Groups
United States of America,Baker,71,Moderate,1,Good,13,Good,7,Good,71,Moderate
Russian Federation,Balashikha,128,Unhealthy for Sensitive Groups,4,Good,9,Good,36,Good,128,Unhealthy for Sensitive Groups
United States of America,Ballwin,51,Moderate,1,Good,42,Good,3,Good,51,Moderate
Thailand,Bang Kruai,59,Moderate,1,Good,23,Good,1,Good,59,Moderate
Brazil,Barueri,170,Unhealthy,6,Good,1,Good,20,Good,170,Unhealthy
United States of America,Bayonne,107,Unhealthy for Sensitive Groups,3,Good,16,Good,26,Good,107,Unhealthy for Sensitive Groups
United States of America,Bayonne,107,Unhealthy for Sensitive Groups,3,Good,16,Good,26,Good,107,Unhealthy for Sensitive Groups
Malaysia,Beaufort,63,Moderate,6,Good,36,Good,0,Good,63,Moderate
United States of America,Broomfield,52,Moderate,1,Good,14,Good,11,Good,52,Moderate
Romania,Buftea,39,Good,1,Good,39,Good,2,Good,38,Good
United Kingdom of Great Britain and Northern Ireland,Burnley,62,Moderate,1,Good,14,Good,11,Good,62,Moderate
Russian Federation,Buzuluk,56,Moderate,1,Good,37,Good,0,Good,56,Moderate
Brazil,Cabo Frio,50,Good,1,Good,24,Good,2,Good,50,Good
Philippines,Cadiz,54,Moderate,1,Good,23,Good,0,Good,54,Moderate
Brazil,Caieiras,165,Unhealthy,6,Good,1,Good,19,Good,165,Unhealthy
Peru,Cajabamba,27,Good,1,Good,4,Good,0,Good,27,Good
United States of America,Camarillo,51,Moderate,2,Good,29,Good,12,Good,51,Moderate
United Kingdom of Great Britain and Northern Ireland,Cambridge,30,Good,1,Good,30,Good,3,Good,14,Good
United Kingdom of Great Britain and Northern Ireland,Cambridge,30,Good,1,Good,30,Good,3,Good,14,Good
United Kingdom of Great Britain and Northern Ireland,Cambridge,30,Good,1,Good,30,Good,3,Good,14,Good
United Kingdom of Great Britain and Northern Ireland,Cambridge,30,Good,1,Good,30,Good,3,Good,14,Good
United Kingdom of Great Britain and Northern Ireland,Cambridge,30,Good,1,Good,30,Good,3,Good,14,Good
United Kingdom of Great Britain and Northern Ireland,Cambridge,30,Good,1,Good,30,Good,3,Good,14,Good
United Kingdom of Great Britain and Northern Ireland,Cambridge,30,Good,1,Good,30,Good,3,Good,14,Good
Brazil,Campo Formoso,16,Good,0,Good,13,Good,0,Good,16,Good
Guatemala,Colomba,103,Unhealthy for Sensitive Groups,3,Good,6,Good,13,Good,103,Unhealthy for Sensitive Groups
Brazil,Conselheiro Pena,48,Good,1,Good,4,Good,2,Good,48,Good
Chile,Coquimbo,29,Good,0,Good,29,Good,0,Good,20,Good
Germany,Crailsheim,50,Good,1,Good,41,Good,3,Good,50,Good
Italy,Crispiano,58,Moderate,1,Good,47,Good,2,Good,58,Moderate
United States of America,Teaneck,53,Moderate,1,Good,40,Good,4,Good,53,Moderate
Indonesia,Tegal,149,Unhealthy for Sensitive Groups,4,Good,25,Good,9,Good,149,Unhealthy for Sensitive Groups
India,Tekanpur,168,Unhealthy,4,Good,45,Good,6,Good,168,Unhealthy
Kazakhstan,Tekeli,51,Moderate,1,Good,18,Good,1,Good,51,Moderate
Brazil,Terra Boa,30,Good,1,Good,16,Good,0,Good,30,Good
Mexico,Texcoco,320,Hazardous,5,Good,26,Good,10,Good,320,Hazardous
Guatemala,Tiquisate,86,Moderate,2,Good,38,Good,2,Good,86,Moderate
,Titusville,93,Moderate,1,Good,93,Moderate,1,Good,27,Good
Mexico,Tlaxcoapan,151,Unhealthy,1,Good,32,Good,2,Good,151,Unhealthy
,Togitsu,38,Good,1,Good,36,Good,7,Good,38,Good
Japan,Tokyo,79,Moderate,1,Good,28,Good,17,Good,79,Moderate
Japan,Tomioka,67,Moderate,2,Good,10,Good,11,Good,67,Moderate
Spain,Torremolinos,42,Good,1,Good,42,Good,0,Good,30,Good
China,Toufen,155,Unhealthy,5,Good,34,Good,36,Good,155,Unhealthy
Italy,Triggiano,60,Moderate,1,Good,52,Moderate,0,Good,60,Moderate
Indonesia,Tuban,61,Moderate,1,Good,15,Good,3,Good,61,Moderate
India,Tuni,93,Moderate,3,Good,40,Good,2,Good,93,Moderate
Brazil,Tupi Paulista,51,Moderate,1,Good,28,Good,0,Good,51,Moderate
India,Tura,75,Moderate,2,Good,23,Good,4,Good,75,Moderate
India,Tura,75,Moderate,2,Good,23,Good,4,Good,75,Moderate
Belgium,Turnhout,46,Good,1,Good,39,Good,1,Good,46,Good
Germany,Uelzen,44,Good,1,Good,44,Good,0,Good,24,Good
United Republic of Tanzania,Uvinza,37,Good,1,Good,28,Good,0,Good,37,Good
Latvia,Valga,33,Good,1,Good,33,Good,0,Good,13,Good
Brazil,Vargem Grande,41,Good,0,Good,17,Good,0,Good,41,Good
Serbia,Velika Plana,58,Moderate,1,Good,58,Moderate,0,Good,57,Moderate
Netherlands,Venlo,50,Good,1,Good,37,Good,1,Good,50,Good
Mexico,Venustiano Carranza,46,Good,1,Good,29,Good,0,Good,46,Good
Argentina,Viedma,23,Good,0,Good,16,Good,0,Good,23,Good
Russian Federation,Engels,40,Good,1,Good,40,Good,1,Good,28,Good
United States of America,Enid,49,Good,1,Good,45,Good,1,Good,49,Good
Kazakhstan,Esil,80,Moderate,1,Good,27,Good,0,Good,80,Moderate
Brazil,Espinosa,23,Good,0,Good,23,Good,0,Good,18,Good
United States of America,Excelsior Springs,56,Moderate,1,Good,47,Good,2,Good,56,Moderate
United Kingdom of Great Britain and Northern Ireland,Falkirk,37,Good,1,Good,37,Good,1,Good,35,Good
United States of America,Ferry Pass,86,Moderate,2,Good,86,Moderate,1,Good,39,Good
Madagascar,Fianarantsoa,47,Good,1,Good,17,Good,0,Good,47,Good
Italy,Foggia,62,Moderate,1,Good,62,Moderate,0,Good,54,Moderate
Cameroon,Foumban,40,Good,1,Good,15,Good,0,Good,40,Good
United States of America,Fountain Valley,63,Moderate,2,Good,27,Good,13,Good,63,Moderate
United States of America,Franklin,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Franklin,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Franklin,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Franklin,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Franklin,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Franklin,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Franklin,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Franklin,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Franklin,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Galion,47,Good,1,Good,37,Good,2,Good,47,Good
China,Gaozhou,125,Unhealthy for Sensitive Groups,3,Good,13,Good,20,Good,125,Unhealthy for Sensitive Groups
Burkina Faso,Garango,54,Moderate,1,Good,25,Good,0,Good,54,Moderate
France,Garches,72,Moderate,1,Good,43,Good,2,Good,72,Moderate
United States of America,Garden City,58,Moderate,1,Good,46,Good,5,Good,58,Moderate
United States of America,Garden City,58,Moderate,1,Good,46,Good,5,Good,58,Moderate
United States of America,Garden City,58,Moderate,1,Good,46,Good,5,Good,58,Moderate
United States of America,Garden City,58,Moderate,1,Good,46,Good,5,Good,58,Moderate
United States of America,Garden City,58,Moderate,1,Good,46,Good,5,Good,58,Moderate
United States of America,Garden City,58,Moderate,1,Good,46,Good,5,Good,58,Moderate
United States of America,Gardena,100,Unhealthy for Sensitive Groups,3,Good,17,Good,23,Good,100,Unhealthy for Sensitive Groups
Brazil,Garibaldi,29,Good,0,Good,19,Good,0,Good,29,Good
Belgium,Gembloux,55,Moderate,1,Good,41,Good,1,Good,55,Moderate
United States of America,Delray Beach,36,Good,1,Good,36,Good,0,Good,22,Good
United States of America,Derby,51,Moderate,1,Good,48,Good,2,Good,51,Moderate
United States of America,Derby,51,Moderate,1,Good,48,Good,2,Good,51,Moderate
United States of America,Derby,51,Moderate,1,Good,48,Good,2,Good,51,Moderate
United States of America,Derby,51,Moderate,1,Good,48,Good,2,Good,51,Moderate
Brazil,Descalvado,60,Moderate,1,Good,27,Good,0,Good,60,Moderate
Netherlands,Diemen,38,Good,0,Good,38,Good,0,Good,30,Good
Belgium,Diest,53,Moderate,1,Good,38,Good,1,Good,53,Moderate
Germany,Dietzenbach,61,Moderate,1,Good,61,Moderate,0,Good,60,Moderate
,Dinard,45,Good,1,Good,30,Good,3,Good,45,Good
United Republic of Tanzania,Dodoma,21,Good,0,Good,21,Good,0,Good,18,Good
Italy,Domodossola,83,Moderate,1,Good,39,Good,0,Good,83,Moderate
Brazil,Dracena,50,Good,1,Good,23,Good,0,Good,50,Good
United States of America,Dublin,43,Good,1,Good,41,Good,1,Good,43,Good
United States of America,Dublin,43,Good,1,Good,41,Good,1,Good,43,Good
United States of America,Dublin,43,Good,1,Good,41,Good,1,Good,43,Good
United States of America,Dublin,43,Good,1,Good,41,Good,1,Good,43,Good
Belgium,Duffel,51,Moderate,1,Good,38,Good,2,Good,51,Moderate
United Kingdom of Great Britain and Northern Ireland,Dundee,38,Good,1,Good,38,Good,0,Good,29,Good
United Kingdom of Great Britain and Northern Ireland,Dundee,38,Good,1,Good,38,Good,0,Good,29,Good
United States of America,Eagan,52,Moderate,1,Good,32,Good,1,Good,52,Moderate
United States of America,East Hartford,51,Moderate,1,Good,46,Good,2,Good,51,Moderate
Japan,Ebina,73,Moderate,1,Good,32,Good,9,Good,73,Moderate
United Kingdom of Great Britain and Northern Ireland,Eccles,37,Good,1,Good,36,Good,1,Good,37,Good
Germany,Edewecht,39,Good,1,Good,39,Good,0,Good,30,Good
Spain,El Ejido,38,Good,1,Good,38,Good,0,Good,37,Good
Honduras,El Progreso,76,Moderate,1,Good,22,Good,0,Good,76,Moderate
Honduras,El Progreso,76,Moderate,1,Good,22,Good,0,Good,76,Moderate
Ghana,Elmina,29,Good,0,Good,23,Good,0,Good,29,Good
Kazakhstan,Emba,58,Moderate,1,Good,37,Good,0,Good,58,Moderate
United States of America,Round Rock,28,Good,0,Good,21,Good,2,Good,28,Good
Russian Federation,Safonovo,37,Good,1,Good,37,Good,0,Good,15,Good
Russian Federation,Sagopshi,44,Good,1,Good,44,Good,1,Good,32,Good
Italy,Salemi,57,Moderate,1,Good,57,Moderate,0,Good,56,Moderate
Brazil,Salgueiro,20,Good,0,Good,20,Good,0,Good,15,Good
Russian Federation,Samara,40,Good,1,Good,40,Good,2,Good,25,Good
India,Sambalpur,157,Unhealthy,2,Good,72,Moderate,1,Good,157,Unhealthy
India,Sambhal,164,Unhealthy,5,Good,33,Good,9,Good,164,Unhealthy
Germany,Spaichingen,61,Moderate,1,Good,51,Moderate,0,Good,61,Moderate
United States of America,Spencer,48,Good,1,Good,43,Good,1,Good,48,Good
United States of America,Spencer,48,Good,1,Good,43,Good,1,Good,48,Good
,Split,93,Moderate,1,Good,44,Good,0,Good,93,Moderate
Netherlands,Stadskanaal,37,Good,0,Good,37,Good,0,Good,31,Good
United States of America,Statesville,48,Good,1,Good,48,Good,1,Good,19,Good
Germany,Stein,62,Moderate,1,Good,52,Moderate,0,Good,62,Moderate
Russian Federation,Stroitel,46,Good,1,Good,38,Good,0,Good,46,Good
Republic of North Macedonia,Strumica,64,Moderate,1,Good,46,Good,0,Good,64,Moderate
Spain,Sueca,36,Good,1,Good,36,Good,0,Good,20,Good
Japan,Sugito,82,Moderate,1,Good,26,Good,18,Good,82,Moderate
India,Sumbal,152,Unhealthy,3,Good,37,Good,3,Good,152,Unhealthy
Japan,Sumoto,72,Moderate,2,Good,22,Good,10,Good,72,Moderate
Italy,Piacenza,72,Moderate,1,Good,60,Moderate,0,Good,72,Moderate
United States of America,Picayune,50,Good,1,Good,36,Good,1,Good,50,Good
United States of America,Pinellas Park,85,Moderate,1,Good,85,Moderate,1,Good,14,Good
Brazil,Pinheiro,31,Good,0,Good,18,Good,0,Good,31,Good
Italy,Piossasco,74,Moderate,1,Good,49,Good,0,Good,74,Moderate
Brazil,Piracicaba,72,Moderate,1,Good,29,Good,1,Good,72,Moderate
Brazil,Piritiba,23,Good,0,Good,20,Good,0,Good,23,Good
Russian Federation,Pitkyaranta,35,Good,1,Good,35,Good,0,Good,17,Good
United States of America,Plainfield,52,Moderate,1,Good,40,Good,2,Good,52,Moderate
United States of America,Plainfield,52,Moderate,1,Good,40,Good,2,Good,52,Moderate
United States of America,Plainfield,52,Moderate,1,Good,40,Good,2,Good,52,Moderate
United States of America,Plainfield,52,Moderate,1,Good,40,Good,2,Good,52,Moderate
France,Poitiers,39,Good,1,Good,39,Good,0,Good,28,Good
Ukraine,Poltava,46,Good,1,Good,44,Good,0,Good,46,Good
India,Ponneri,145,Unhealthy for Sensitive Groups,4,Good,37,Good,7,Good,145,Unhealthy for Sensitive Groups
India,Ponneri,145,Unhealthy for Sensitive Groups,4,Good,37,Good,7,Good,145,Unhealthy for Sensitive Groups
Italy,Pontassieve,65,Moderate,1,Good,65,Moderate,0,Good,48,Good
United States of America,Port Hueneme,51,Moderate,1,Good,38,Good,3,Good,51,Moderate
Italy,Potenza,51,Moderate,1,Good,51,Moderate,0,Good,36,Good
,Pulupandan,65,Moderate,1,Good,33,Good,2,Good,65,Moderate
Chile,Purranque,22,Good,1,Good,22,Good,1,Good,18,Good
United States of America,Ramsey,51,Moderate,1,Good,32,Good,1,Good,51,Moderate
United States of America,Ramsey,51,Moderate,1,Good,32,Good,1,Good,51,Moderate
Germany,Raubling,65,Moderate,1,Good,61,Moderate,0,Good,65,Moderate
United Kingdom of Great Britain and Northern Ireland,Redcar,46,Good,1,Good,38,Good,0,Good,46,Good
United States of America,Rehoboth,50,Good,1,Good,44,Good,2,Good,50,Good
United States of America,Rehoboth,50,Good,1,Good,44,Good,2,Good,50,Good
United Kingdom of Great Britain and Northern Ireland,Reigate,33,Good,1,Good,33,Good,1,Good,30,Good
Germany,Reinbek,43,Good,1,Good,43,Good,0,Good,22,Good
Uruguay,Rio Branco,18,Good,0,Good,18,Good,0,Good,8,Good
United States of America,Rio Grande City,38,Good,0,Good,23,Good,0,Good,38,Good
Spain,Ripoll,41,Good,1,Good,41,Good,0,Good,32,Good
India,Risod,154,Unhealthy,2,Good,23,Good,4,Good,154,Unhealthy
United States of America,Riverside,95,Moderate,3,Good,23,Good,17,Good,95,Moderate
United States of America,Riverside,95,Moderate,3,Good,23,Good,17,Good,95,Moderate
United States of America,Riverside,95,Moderate,3,Good,23,Good,17,Good,95,Moderate
United States of America,Riverside,95,Moderate,3,Good,23,Good,17,Good,95,Moderate
Ecuador,Rocafuerte,50,Good,1,Good,23,Good,0,Good,50,Good
Ecuador,Rocafuerte,50,Good,1,Good,23,Good,0,Good,50,Good
Sierra Leone,Rokupr,21,Good,1,Good,20,Good,0,Good,21,Good
Poland,Olsztyn,39,Good,1,Good,39,Good,0,Good,20,Good
Japan,Onomichi,51,Moderate,1,Good,46,Good,3,Good,51,Moderate
Namibia,Oshakati,43,Good,0,Good,32,Good,0,Good,43,Good
United States of America,Ossining,51,Moderate,1,Good,45,Good,1,Good,51,Moderate
Mexico,Ozumba,161,Unhealthy,1,Good,38,Good,3,Good,161,Unhealthy
South Africa,Paarl,171,Unhealthy,6,Good,15,Good,9,Good,171,Unhealthy
Russian Federation,Pallasovka,50,Good,1,Good,50,Good,0,Good,11,Good
United States of America,Palm Desert,49,Good,1,Good,30,Good,3,Good,49,Good
Spain,Palma,42,Good,1,Good,42,Good,0,Good,31,Good
Spain,Palma,42,Good,1,Good,42,Good,0,Good,31,Good
Cuba,Palmira,43,Good,1,Good,34,Good,0,Good,43,Good
Cuba,Palmira,43,Good,1,Good,34,Good,0,Good,43,Good
United States of America,Palos Heights,58,Moderate,1,Good,36,Good,4,Good,58,Moderate
,Pambujan,26,Good,0,Good,26,Good,0,Good,20,Good
Brazil,Panelas,23,Good,0,Good,23,Good,0,Good,17,Good
Italy,Partinico,59,Moderate,1,Good,55,Moderate,0,Good,59,Moderate
United States of America,Pasco,37,Good,1,Good,28,Good,2,Good,37,Good
Brazil,Passira,23,Good,0,Good,23,Good,0,Good,19,Good
United States of America,Pearl City,35,Good,0,Good,35,Good,0,Good,34,Good
Brazil,Coelho Neto,34,Good,0,Good,18,Good,0,Good,34,Good
Guatemala,Comalapa,65,Moderate,2,Good,18,Good,3,Good,65,Moderate
Guatemala,Comalapa,65,Moderate,2,Good,18,Good,3,Good,65,Moderate
Dominican Republic,Constanza,102,Unhealthy for Sensitive Groups,1,Good,35,Good,0,Good,102,Unhealthy for Sensitive Groups
Mexico,Contla,190,Unhealthy,1,Good,35,Good,3,Good,190,Unhealthy
Italy,Corato,60,Moderate,1,Good,60,Moderate,0,Good,41,Good
United States of America,Crystal Lake,52,Moderate,1,Good,32,Good,3,Good,52,Moderate
Romania,Pechea,50,Good,1,Good,49,Good,0,Good,50,Good
United Kingdom of Great Britain and Northern Ireland,Penicuik,39,Good,1,Good,39,Good,0,Good,32,Good
United States of America,Pennsville,49,Good,1,Good,49,Good,1,Good,38,Good
United States of America,Pensacola,82,Moderate,2,Good,82,Moderate,1,Good,35,Good
Cuba,Perico,30,Good,1,Good,30,Good,0,Good,24,Good
United States of America,Perry Hall,46,Good,1,Good,44,Good,2,Good,46,Good
France,Marignane,47,Good,1,Good,47,Good,3,Good,42,Good
France,Marly,54,Moderate,1,Good,42,Good,1,Good,54,Moderate
France,Marly,54,Moderate,1,Good,42,Good,1,Good,54,Moderate
Madagascar,Marovoay,47,Good,1,Good,21,Good,0,Good,47,Good
Switzerland,Martigny,64,Moderate,1,Good,38,Good,0,Good,64,Moderate
Japan,Marugame,55,Moderate,1,Good,32,Good,5,Good,55,Moderate
United States of America,Mayfield Heights,56,Moderate,1,Good,37,Good,2,Good,56,Moderate
Russian Federation,Melenki,35,Good,1,Good,35,Good,0,Good,26,Good
Argentina,Mendoza,45,Good,1,Good,16,Good,4,Good,45,Good
Indonesia,Merauke,34,Good,0,Good,21,Good,0,Good,34,Good
Italy,Mercato San Severino,69,Moderate,1,Good,69,Moderate,0,Good,54,Moderate
Germany,Merchweiler,63,Moderate,1,Good,55,Moderate,0,Good,63,Moderate
United States of America,Midvale,47,Good,1,Good,40,Good,3,Good,47,Good
United States of America,Milpitas,50,Good,1,Good,31,Good,4,Good,50,Good
United States of America,Minneapolis,52,Moderate,1,Good,30,Good,2,Good,52,Moderate
Russian Federation,Minyar,40,Good,1,Good,40,Good,0,Good,9,Good
Brazil,Miracema,30,Good,0,Good,24,Good,0,Good,30,Good
Japan,Misawa,91,Moderate,3,Good,36,Good,8,Good,91,Moderate
Japan,Mitsuke,116,Unhealthy for Sensitive Groups,3,Good,20,Good,14,Good,116,Unhealthy for Sensitive Groups
Botswana,Mochudi,39,Good,1,Good,31,Good,0,Good,39,Good
Chile,Molina,97,Moderate,4,Good,2,Good,5,Good,97,Moderate
Italy,Monselice,87,Moderate,1,Good,63,Moderate,0,Good,87,Moderate
Italy,Montemurlo,67,Moderate,1,Good,67,Moderate,0,Good,43,Good
Sri Lanka,Moratuwa,89,Moderate,1,Good,20,Good,3,Good,89,Moderate
Malta,Mosta,70,Moderate,1,Good,70,Moderate,0,Good,42,Good
Peru,Motupe,38,Good,1,Good,18,Good,0,Good,38,Good
Kenya,Moyale,30,Good,0,Good,15,Good,0,Good,30,Good
Turkey,Mut,46,Good,1,Good,46,Good,0,Good,34,Good
Canada,Nanticoke,31,Good,1,Good,31,Good,0,Good,31,Good
China,Kaohsiung,97,Moderate,2,Good,97,Moderate,2,Good,77,Moderate
Russian Federation,Kasimov,34,Good,1,Good,34,Good,0,Good,32,Good
